keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
tài_chính cá_nhân,38,1,37.0,741.0,2025-05-06
cá_nhân,71,7,9.14,395.57,2025-05-06
tài_chính,110,23,3.78,318.04,2025-05-06
kinh_tế,43,4,9.75,252.62,2025-05-06
quản_lý,33,3,10.0,198.0,2025-05-06
hộ,25,0,5.0,87.5,2025-05-06
quốc_gia,12,1,11.0,78.0,2025-05-06
gia_đình,21,0,5.0,73.5,2025-05-06
luật,22,4,4.5,71.5,2025-05-06
doanh_nghiệp,47,24,0.96,69.52,2025-05-06
chúng_tôi,11,1,10.0,66.0,2025-05-06
nền,15,2,6.5,63.75,2025-05-06
giáo_dục,18,0,5.0,63.0,2025-05-06
riêng_lẻ,20,4,4.0,60.0,2025-05-06
phạt,10,1,9.0,55.0,2025-05-06
tiết_kiệm,10,1,9.0,55.0,2025-05-06
dân,15,0,5.0,52.5,2025-05-06
trái_phiếu riêng_lẻ,15,0,5.0,52.5,2025-05-06
về,54,63,-0.14,50.14,2025-05-06
quốc_hội,14,0,5.0,49.0,2025-05-06
nền kinh_tế,13,2,5.5,48.75,2025-05-06
bền_vững,9,1,8.0,45.0,2025-05-06
kiến_thức,9,1,8.0,45.0,2025-05-06
kinh_doanh,32,18,0.78,44.44,2025-05-06
quy_định,35,23,0.52,44.13,2025-05-06
phát_triển,30,16,0.88,43.12,2025-05-06
kinh_tế tài_chính,12,0,5.0,42.0,2025-05-06
quản_lý_tài_chính,11,0,5.0,38.5,2025-05-06
xã_hội,11,0,5.0,38.5,2025-05-06
ý_kiến,11,0,5.0,38.5,2025-05-06
nộp,8,1,7.0,36.0,2025-05-06
ủy_ban,18,6,2.0,36.0,2025-05-06
trái_phiếu doanh_nghiệp,8,1,7.0,36.0,2025-05-06
xây_dựng,8,1,7.0,36.0,2025-05-06
luật quản_lý,10,0,5.0,35.0,2025-05-06
thu_nhập,10,0,5.0,35.0,2025-05-06
rủi_ro,16,5,2.2,33.6,2025-05-06
trái_phiếu,34,36,-0.06,33.06,2025-05-06
về tài_chính,9,0,5.0,31.5,2025-05-06
việt,33,38,-0.13,30.83,2025-05-06
