keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
dự_án,45,5,8.0,225.0,2025-04-26
pnj,31,0,5.0,108.5,2025-04-26
vàng,25,0,5.0,87.5,2025-04-26
công_ty,59,31,0.9,85.65,2025-04-26
cổ_phiếu,65,60,0.08,67.71,2025-04-26
becamex,11,1,10.0,66.0,2025-04-26
thị_trường,55,44,0.25,61.88,2025-04-26
giảm,55,47,0.17,59.68,2025-04-26
kế_hoạch,30,11,1.73,55.91,2025-04-26
ctcp,10,1,9.0,55.0,2025-04-26
điều_kiện,10,1,9.0,55.0,2025-04-26
idc,10,1,9.0,55.0,2025-04-26
tháo_gỡ,9,1,8.0,45.0,2025-04-26
trái_phiếu,17,4,3.25,44.62,2025-04-26
ipo,12,0,5.0,42.0,2025-04-26
đợt,12,0,5.0,42.0,2025-04-26
holdings,12,0,5.0,42.0,2025-04-26
thương_vụ,12,0,5.0,42.0,2025-04-26
hđqt,12,2,5.0,42.0,2025-04-26
tăng,47,65,-0.28,40.49,2025-04-26
đầu_tư,29,17,0.71,39.24,2025-04-26
đất,11,0,5.0,38.5,2025-04-26
khu,11,0,5.0,38.5,2025-04-26
về,36,33,0.09,37.64,2025-04-26
bị,18,6,2.0,36.0,2025-04-26
tạm,8,1,7.0,36.0,2025-04-26
chào,11,2,4.5,35.75,2025-04-26
dự_án khu,10,0,5.0,35.0,2025-04-26
becamex idc,10,0,5.0,35.0,2025-04-26
hoãn,10,0,5.0,35.0,2025-04-26
vấn_đề,10,0,5.0,35.0,2025-04-26
tổng,17,6,1.83,32.58,2025-04-26
điều_hành,9,0,5.0,31.5,2025-04-26
dragon,9,0,5.0,31.5,2025-04-26
khó_khăn,10,2,4.0,30.0,2025-04-26
triển_khai,15,5,2.0,30.0,2025-04-26
tới,18,8,1.25,29.25,2025-04-26
ban điều_hành,8,0,5.0,28.0,2025-04-26
quỹ đất,8,0,5.0,28.0,2025-04-26
quyết_định,8,0,5.0,28.0,2025-04-26
thu,8,0,5.0,28.0,2025-04-26
sở_giao_dịch chứng_khoán,7,1,6.0,28.0,2025-04-26
tphcm,7,1,6.0,28.0,2025-04-26
sở_giao_dịch,7,1,6.0,28.0,2025-04-26
bán_lẻ,8,0,5.0,28.0,2025-04-26
công_bố,13,4,2.25,27.62,2025-04-26
phát_hành,15,6,1.5,26.25,2025-04-26
nhưng,20,13,0.54,25.38,2025-04-26
tập_trung,9,2,3.5,24.75,2025-04-26
công_nghệ_thông_tin,7,0,5.0,24.5,2025-04-26
năng_lượng,7,0,5.0,24.5,2025-04-26
tổng đầu_tư,7,0,5.0,24.5,2025-04-26
diamond,7,0,5.0,24.5,2025-04-26
ha,7,0,5.0,24.5,2025-04-26
cửa_hàng,7,0,5.0,24.5,2025-04-26
lợi_nhuận,22,19,0.16,23.74,2025-04-26
mức,27,36,-0.25,23.62,2025-04-26
nhóm,21,18,0.17,22.75,2025-04-26
phiên,26,38,-0.32,21.89,2025-04-26
ngành,17,11,0.55,21.64,2025-04-26
vi_phạm,6,1,5.0,21.0,2025-04-26
nhập_khẩu,6,0,5.0,21.0,2025-04-26
thành_viên hđqt,6,0,5.0,21.0,2025-04-26
so mức,6,1,5.0,21.0,2025-04-26
hệ_thống công_nghệ_thông_tin,6,0,5.0,21.0,2025-04-26
đợt chào,6,0,5.0,21.0,2025-04-26
tạm hoãn,6,0,5.0,21.0,2025-04-26
tổng giá_trị,6,1,5.0,21.0,2025-04-26
so,26,43,-0.4,20.86,2025-04-26
đối_với,16,10,0.6,20.8,2025-04-26
quỹ,21,22,-0.05,20.52,2025-04-26
báo_cáo,12,5,1.4,20.4,2025-04-26
ảnh_hưởng,12,5,1.4,20.4,2025-04-26
2025,22,26,-0.15,20.31,2025-04-26
thông_báo,8,2,3.0,20.0,2025-04-26
điểm,24,42,-0.43,18.86,2025-04-26
giao_dịch,24,44,-0.45,18.55,2025-04-26
mã,19,21,-0.1,18.1,2025-04-26
việt,20,25,-0.2,18.0,2025-04-26
thời_gian,10,4,1.5,17.5,2025-04-26
tiêu_dùng,5,0,5.0,17.5,2025-04-26
trần,10,4,1.5,17.5,2025-04-26
điện,5,0,5.0,17.5,2025-04-26
pháp_lý,5,0,5.0,17.5,2025-04-26
đầu,19,23,-0.17,17.35,2025-04-26
giá_trị,15,13,0.15,16.15,2025-04-26
thời_điểm,14,11,0.27,15.91,2025-04-26
niêm_yết,5,1,4.0,15.0,2025-04-26
danh_sách,5,1,4.0,15.0,2025-04-26
đề,5,1,4.0,15.0,2025-04-26
