keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
cao_su,40,1,39.0,820.0,2025-04-13
sản_phẩm,17,1,16.0,153.0,2025-04-13
vn30,15,1,14.0,120.0,2025-04-13
ttck,13,1,12.0,91.0,2025-04-13
tài_chính,61,38,0.61,79.46,2025-04-13
mạnh_mẽ,12,1,11.0,78.0,2025-04-13
ủy_ban,12,1,11.0,78.0,2025-04-13
tài_khoản,22,0,5.0,77.0,2025-04-13
đất,22,4,4.5,71.5,2025-04-13
dịch_vụ,19,3,5.33,69.67,2025-04-13
việt,70,76,-0.08,67.24,2025-04-13
sản_phẩm dịch_vụ,11,1,10.0,66.0,2025-04-13
giao_dịch,58,46,0.26,65.57,2025-04-13
chứng_khoán,45,24,0.88,64.69,2025-04-13
thị_trường,72,101,-0.29,61.66,2025-04-13
nước,29,9,2.22,61.22,2025-04-13
tăng,65,84,-0.23,57.65,2025-04-13
phước,16,0,5.0,56.0,2025-04-13
toàn_diện,16,0,5.0,56.0,2025-04-13
dân,16,0,5.0,56.0,2025-04-13
cao_su phước,16,0,5.0,56.0,2025-04-13
cơ_chế,10,1,9.0,55.0,2025-04-13
tiếp_cận,10,1,9.0,55.0,2025-04-13
ftse russell,10,1,9.0,55.0,2025-04-13
russell,10,1,9.0,55.0,2025-04-13
về,52,56,-0.07,50.14,2025-04-13
đặt,18,4,3.5,49.5,2025-04-13
chuyển_đổi,14,0,5.0,49.0,2025-04-13
trần,13,2,5.5,48.75,2025-04-13
tổ_chức,33,18,0.83,46.75,2025-04-13
nhà_đầu_tư,43,38,0.13,45.83,2025-04-13
phước hòa,13,0,5.0,45.5,2025-04-13
cao_su phước hòa,13,0,5.0,45.5,2025-04-13
hòa,13,0,5.0,45.5,2025-04-13
ủy_ban chứng_khoán,9,1,8.0,45.0,2025-04-13
hạn_chế,9,1,8.0,45.0,2025-04-13
ủy_ban chứng_khoán nhà_nước,9,1,8.0,45.0,2025-04-13
mục_tiêu,27,12,1.25,43.88,2025-04-13
hội_nghị,12,0,5.0,42.0,2025-04-13
lệnh,12,2,5.0,42.0,2025-04-13
tăng_trưởng,40,37,0.08,41.62,2025-04-13
khu_công_nghiệp,20,7,1.86,38.57,2025-04-13
dịch_vụ tài_chính,11,0,5.0,38.5,2025-04-13
ban,11,0,5.0,38.5,2025-04-13
