keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
dự_án,45,5,8.0,225.0,2025-04-27
công_ty,96,31,2.1,196.65,2025-04-27
tài_sản,23,2,10.5,143.75,2025-04-27
pnj,31,0,5.0,108.5,2025-04-27
giảm,78,47,0.66,103.72,2025-04-27
lợi_nhuận,53,19,1.79,100.42,2025-04-27
cổ_phiếu,82,60,0.37,97.03,2025-04-27
tăng,83,65,0.28,94.49,2025-04-27
vàng,25,0,5.0,87.5,2025-04-27
chào,17,2,7.5,80.75,2025-04-27
ctcp,12,1,11.0,78.0,2025-04-27
niêm_yết,12,1,11.0,78.0,2025-04-27
kế_hoạch,36,11,2.27,76.91,2025-04-27
thị_trường,62,44,0.41,74.68,2025-04-27
hđqt,16,2,7.0,72.0,2025-04-27
tự doanh,19,3,5.33,69.67,2025-04-27
doanh,19,3,5.33,69.67,2025-04-27
lãi,24,5,3.8,69.6,2025-04-27
becamex,11,1,10.0,66.0,2025-04-27
trái_phiếu,21,4,4.25,65.62,2025-04-27
về,48,33,0.45,58.91,2025-04-27
đầu_tư,36,17,1.12,56.12,2025-04-27
phát_hành,23,6,2.83,55.58,2025-04-27
idc,10,1,9.0,55.0,2025-04-27
điều_kiện,10,1,9.0,55.0,2025-04-27
margin,10,1,9.0,55.0,2025-04-27
tự,19,4,3.75,54.62,2025-04-27
bidv,25,8,2.12,51.56,2025-04-27
bị,22,6,2.67,51.33,2025-04-27
chứng_khoán,51,53,-0.04,50.04,2025-04-27
ảnh_hưởng,20,5,3.0,50.0,2025-04-27
i2025,27,10,1.7,49.95,2025-04-27
mảng,18,4,3.5,49.5,2025-04-27
thu,14,0,5.0,49.0,2025-04-27
sụt giảm,9,1,8.0,45.0,2025-04-27
sụt,9,1,8.0,45.0,2025-04-27
nhà_nước,9,1,8.0,45.0,2025-04-27
tháo_gỡ,9,1,8.0,45.0,2025-04-27
so mức,9,1,8.0,45.0,2025-04-27
so,44,43,0.02,44.51,2025-04-27
tổng,20,6,2.33,43.33,2025-04-27
đợt,12,0,5.0,42.0,2025-04-27
holdings,12,0,5.0,42.0,2025-04-27
tập_trung,12,2,5.0,42.0,2025-04-27
vix,12,0,5.0,42.0,2025-04-27
thương_vụ,12,0,5.0,42.0,2025-04-27
ipo,12,0,5.0,42.0,2025-04-27
công_ty chứng_khoán,27,13,1.08,41.54,2025-04-27
hoạt_động,37,30,0.23,41.32,2025-04-27
lỗ,14,3,3.67,39.67,2025-04-27
đất,11,0,5.0,38.5,2025-04-27
vấn_đề,11,0,5.0,38.5,2025-04-27
khu,11,0,5.0,38.5,2025-04-27
hoãn,11,0,5.0,38.5,2025-04-27
quyết_định,11,0,5.0,38.5,2025-04-27
đầu,32,23,0.39,38.26,2025-04-27
tới,21,8,1.62,38.06,2025-04-27
triển_khai,17,5,2.4,37.4,2025-04-27
doanh_thu,25,13,0.92,36.54,2025-04-27
nhưng,25,13,0.92,36.54,2025-04-27
tạm,8,1,7.0,36.0,2025-04-27
dự_án khu,10,0,5.0,35.0,2025-04-27
điều_hành,10,0,5.0,35.0,2025-04-27
becamex idc,10,0,5.0,35.0,2025-04-27
mức,35,36,-0.03,34.51,2025-04-27
thời_điểm,22,11,1.0,33.0,2025-04-27
kỳ,27,19,0.42,32.68,2025-04-27
quỹ,28,22,0.27,31.82,2025-04-27
dragon,9,0,5.0,31.5,2025-04-27
khó_khăn,10,2,4.0,30.0,2025-04-27
giá_trị,22,13,0.69,29.62,2025-04-27
ngành,20,11,0.82,28.18,2025-04-27
quỹ đất,8,0,5.0,28.0,2025-04-27
tphcm,7,1,6.0,28.0,2025-04-27
bán_lẻ,8,0,5.0,28.0,2025-04-27
sở_giao_dịch,7,1,6.0,28.0,2025-04-27
sở_giao_dịch chứng_khoán,7,1,6.0,28.0,2025-04-27
ban điều_hành,8,0,5.0,28.0,2025-04-27
đạt,30,35,-0.14,27.86,2025-04-27
thời_gian,13,4,2.25,27.62,2025-04-27
công_bố,13,4,2.25,27.62,2025-04-27
đối_với,19,10,0.9,27.55,2025-04-27
báo_cáo,14,5,1.8,26.6,2025-04-27
tiếp_tục,21,14,0.5,26.25,2025-04-27
nhóm,23,18,0.28,26.19,2025-04-27
2025,25,26,-0.04,24.52,2025-04-27
vdsc,7,0,5.0,24.5,2025-04-27
tổng đầu_tư,7,0,5.0,24.5,2025-04-27
cửa_hàng,7,0,5.0,24.5,2025-04-27
ha,7,0,5.0,24.5,2025-04-27
diamond,7,0,5.0,24.5,2025-04-27
năng_lượng,7,0,5.0,24.5,2025-04-27
công_nghệ_thông_tin,7,0,5.0,24.5,2025-04-27
hỏi,7,0,5.0,24.5,2025-04-27
huy_động,7,0,5.0,24.5,2025-04-27
phiên,28,38,-0.26,24.32,2025-04-27
dự_kiến,15,7,1.14,23.57,2025-04-27
