keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
vay,25,1,24.0,325.0,2025-05-27
nhà_nước,23,2,10.5,143.75,2025-05-27
dịch_vụ,30,4,6.5,127.5,2025-05-27
khoản,48,16,2.0,96.0,2025-05-27
rủi_ro,22,3,6.33,91.67,2025-05-27
sự_nghiệp,26,0,5.0,91.0,2025-05-27
quy_định,35,10,2.5,78.75,2025-05-27
ban_hành,12,1,11.0,78.0,2025-05-27
sự_nghiệp công,22,0,5.0,77.0,2025-05-27
dịch_vụ sự_nghiệp,19,0,5.0,66.5,2025-05-27
dịch_vụ sự_nghiệp công,19,0,5.0,66.5,2025-05-27
sửa_đổi,11,1,10.0,66.0,2025-05-27
danh_mục,11,1,10.0,66.0,2025-05-27
thu,15,2,6.5,63.75,2025-05-27
tăng,58,50,0.16,62.64,2025-05-27
f88,16,0,5.0,56.0,2025-05-27
công,23,6,2.83,55.58,2025-05-27
ngân_sách,15,0,5.0,52.5,2025-05-27
ngân_sách nhà_nước,14,0,5.0,49.0,2025-05-27
sự_nghiệp công sử_dụng,14,0,5.0,49.0,2025-05-27
công sử_dụng,14,0,5.0,49.0,2025-05-27
công sử_dụng ngân_sách,14,0,5.0,49.0,2025-05-27
sử_dụng ngân_sách,14,0,5.0,49.0,2025-05-27
sử_dụng ngân_sách nhà_nước,14,0,5.0,49.0,2025-05-27
khoản thu,13,2,5.5,48.75,2025-05-27
bổ_sung,13,2,5.5,48.75,2025-05-27
cổ_phiếu,49,56,-0.12,45.94,2025-05-27
nghị_định,13,0,5.0,45.5,2025-05-27
về,30,17,0.76,41.47,2025-05-27
mức,39,35,0.11,41.23,2025-05-27
tài_chính,29,17,0.71,39.24,2025-05-27
sử_dụng,20,7,1.86,38.57,2025-05-27
nđcp,11,0,5.0,38.5,2025-05-27
chứng_khoán,23,10,1.3,37.95,2025-05-27
hệ_số,8,1,7.0,36.0,2025-05-27
tối_đa,8,1,7.0,36.0,2025-05-27
tạm_ứng,8,1,7.0,36.0,2025-05-27
tiền_lương,10,0,5.0,35.0,2025-05-27
lĩnh_vực,13,3,3.33,34.67,2025-05-27
giá_trị,21,10,1.1,32.55,2025-05-27
rủi_ro thanh_toán,9,0,5.0,31.5,2025-05-27
mở_rộng,9,0,5.0,31.5,2025-05-27
chi_phí,12,3,3.0,30.0,2025-05-27
khách_hàng,10,2,4.0,30.0,2025-05-27
công_ty,29,30,-0.03,28.52,2025-05-27
khoản vay,8,0,5.0,28.0,2025-05-27
rating,8,0,5.0,28.0,2025-05-27
niêm_yết,7,1,6.0,28.0,2025-05-27
i2025,8,0,5.0,28.0,2025-05-27
xếp_hạng,7,1,6.0,28.0,2025-05-27
đợt phát_hành,7,1,6.0,28.0,2025-05-27
ủy_ban,8,0,5.0,28.0,2025-05-27
tín_nhiệm,8,0,5.0,28.0,2025-05-27
xác_định,7,1,6.0,28.0,2025-05-27
cơ_quan,15,6,1.5,26.25,2025-05-27
công_ty chứng_khoán,9,2,3.5,24.75,2025-05-27
đơn_vị sự_nghiệp,7,0,5.0,24.5,2025-05-27
hợp_đồng,7,0,5.0,24.5,2025-05-27
khoản tạm_ứng,7,0,5.0,24.5,2025-05-27
xếp_hạng tín_nhiệm,7,0,5.0,24.5,2025-05-27
margin,7,0,5.0,24.5,2025-05-27
thẩm_quyền,7,0,5.0,24.5,2025-05-27
quỹ,15,7,1.14,23.57,2025-05-27
sửa_đổi bổ_sung,6,0,5.0,21.0,2025-05-27
quy_định về,6,1,5.0,21.0,2025-05-27
bình_quân,6,0,5.0,21.0,2025-05-27
đàm_phán,6,0,5.0,21.0,2025-05-27
thu_nhập,6,0,5.0,21.0,2025-05-27
phân_tích,6,0,5.0,21.0,2025-05-27
bộ cơ_quan,6,0,5.0,21.0,2025-05-27
tăng thêm,6,1,5.0,21.0,2025-05-27
danh_mục dịch_vụ,6,0,5.0,21.0,2025-05-27
xây_dựng,12,5,1.4,20.4,2025-05-27
nhà_đầu_tư,15,9,0.67,20.0,2025-05-27
đều,8,2,3.0,20.0,2025-05-27
trường_hợp,8,2,3.0,20.0,2025-05-27
thị_trường,22,28,-0.21,19.64,2025-05-27
đơn_vị,19,18,0.06,19.53,2025-05-27
phát_hành,14,9,0.56,17.89,2025-05-27
chào,11,5,1.2,17.6,2025-05-27
danh_mục dịch_vụ sự_nghiệp,5,0,5.0,17.5,2025-05-27
nđcp sửa_đổi,5,0,5.0,17.5,2025-05-27
liên_tiếp,5,0,5.0,17.5,2025-05-27
thương_mại,5,0,5.0,17.5,2025-05-27
chi thường_xuyên,5,0,5.0,17.5,2025-05-27
thường_xuyên,5,0,5.0,17.5,2025-05-27
chuyên_gia,5,0,5.0,17.5,2025-05-27
kinh_tế,5,0,5.0,17.5,2025-05-27
độ,5,0,5.0,17.5,2025-05-27
nhân_dân,5,0,5.0,17.5,2025-05-27
bảo_đảm,5,0,5.0,17.5,2025-05-27
vay margin,5,0,5.0,17.5,2025-05-27
trích,10,4,1.5,17.5,2025-05-27
ủy_ban nhân_dân,5,0,5.0,17.5,2025-05-27
phạm_vi,5,0,5.0,17.5,2025-05-27
tự_chủ,5,0,5.0,17.5,2025-05-27
dự_án,14,10,0.4,16.8,2025-05-27
đạt,14,10,0.4,16.8,2025-05-27
phiên,20,30,-0.33,16.67,2025-05-27
hoạt_động,16,15,0.07,16.53,2025-05-27
bộ,12,7,0.71,16.29,2025-05-27
tiếp_tục,13,9,0.44,15.89,2025-05-27
minh,7,2,2.5,15.75,2025-05-27
đà,7,2,2.5,15.75,2025-05-27
cụ_thể,7,2,2.5,15.75,2025-05-27
tài_sản,17,20,-0.15,15.73,2025-05-27
điểm,20,36,-0.44,15.56,2025-05-27
tài_sản ngắn_hạn,5,1,4.0,15.0,2025-05-27
mỹ,5,1,4.0,15.0,2025-05-27
thúc_đẩy,5,1,4.0,15.0,2025-05-27
vòng,5,1,4.0,15.0,2025-05-27
riêng,5,1,4.0,15.0,2025-05-27
sàn,13,10,0.3,14.95,2025-05-27
thêm,13,10,0.3,14.95,2025-05-27
phân_phối,9,4,1.25,14.62,2025-05-27
pháp_luật,9,4,1.25,14.62,2025-05-27
tới,13,11,0.18,14.18,2025-05-27
ngành,11,7,0.57,14.14,2025-05-27
quy_định pháp_luật về,4,0,5.0,14.0,2025-05-27
pháp_luật về,4,0,5.0,14.0,2025-05-27
thu_nhập tăng,4,0,5.0,14.0,2025-05-27
vnindex tăng,4,0,5.0,14.0,2025-05-27
lương,4,0,5.0,14.0,2025-05-27
chung_cư,4,0,5.0,14.0,2025-05-27
tồn_kho,4,0,5.0,14.0,2025-05-27
3132025,4,0,5.0,14.0,2025-05-27
tư_nhân,4,0,5.0,14.0,2025-05-27
cơ_quan nhà_nước,4,0,5.0,14.0,2025-05-27
ngành lĩnh_vực,4,0,5.0,14.0,2025-05-27
đại_diện,4,0,5.0,14.0,2025-05-27
trung_ương,4,0,5.0,14.0,2025-05-27
chính_phủ,4,0,5.0,14.0,2025-05-27
niên độ,4,0,5.0,14.0,2025-05-27
quyết_định mức,4,0,5.0,14.0,2025-05-27
niên,4,0,5.0,14.0,2025-05-27
nhóm,17,27,-0.37,13.85,2025-05-27
kinh_doanh,13,12,0.08,13.54,2025-05-27
tích_cực,10,6,0.67,13.33,2025-05-27
đối_với,11,8,0.38,13.06,2025-05-27
đầu,9,5,0.8,12.6,2025-05-27
trở_lại,9,5,0.8,12.6,2025-05-27
giúp,9,5,0.8,12.6,2025-05-27
so,13,14,-0.07,12.54,2025-05-27
giao_dịch,15,23,-0.35,12.39,2025-05-27
ngắn_hạn,11,9,0.22,12.22,2025-05-27
mục_tiêu,8,4,1.0,12.0,2025-05-27
quy_định pháp_luật,8,4,1.0,12.0,2025-05-27
ký,6,2,2.0,12.0,2025-05-27
kỷ_lục,6,2,2.0,12.0,2025-05-27
kết_thúc,6,2,2.0,12.0,2025-05-27
quay trở_lại,6,2,2.0,12.0,2025-05-27
trích lập,7,3,1.33,11.67,2025-05-27
giai_đoạn,7,3,1.33,11.67,2025-05-27
quay,7,3,1.33,11.67,2025-05-27
vnindex,14,21,-0.33,11.67,2025-05-27
một_số,9,6,0.5,11.25,2025-05-27
thanh_toán,10,8,0.25,11.25,2025-05-27
công_lập,3,0,5.0,10.5,2025-05-27
chế_độ,3,0,5.0,10.5,2025-05-27
vòng đàm_phán,3,0,5.0,10.5,2025-05-27
đà nẵng,3,0,5.0,10.5,2025-05-27
nẵng,3,0,5.0,10.5,2025-05-27
sửa_đổi quy_định,3,0,5.0,10.5,2025-05-27
sửa_đổi quy_định về,3,0,5.0,10.5,2025-05-27
chức_vụ,3,0,5.0,10.5,2025-05-27
liên_kết,3,0,5.0,10.5,2025-05-27
phân_tách,3,0,5.0,10.5,2025-05-27
phát_hành riêng_lẻ,3,0,5.0,10.5,2025-05-27
quy_định trường_hợp,3,0,5.0,10.5,2025-05-27
sự_nghiệp công_lập,3,0,5.0,10.5,2025-05-27
fiinratings,3,0,5.0,10.5,2025-05-27
dự_thảo,3,0,5.0,10.5,2025-05-27
vấn_đề,3,0,5.0,10.5,2025-05-27
đối_với khoản,3,0,5.0,10.5,2025-05-27
chủ_yếu,3,0,5.0,10.5,2025-05-27
thành_công,3,0,5.0,10.5,2025-05-27
khu_vực,3,0,5.0,10.5,2025-05-27
hạn_chế,3,0,5.0,10.5,2025-05-27
kết_quả,3,0,5.0,10.5,2025-05-27
công_trình,3,0,5.0,10.5,2025-05-27
dự_thảo thông_tư,3,0,5.0,10.5,2025-05-27
bổ_sung một_số,3,0,5.0,10.5,2025-05-27
hạn_mức,3,0,5.0,10.5,2025-05-27
năng_lực,3,0,5.0,10.5,2025-05-27
giúp cải_thiện,3,0,5.0,10.5,2025-05-27
lãi kỷ_lục,3,0,5.0,10.5,2025-05-27
sôi_động,3,0,5.0,10.5,2025-05-27
trung_bình ngành,3,0,5.0,10.5,2025-05-27
ban_đầu,3,0,5.0,10.5,2025-05-27
nguyên_nhân,3,0,5.0,10.5,2025-05-27
đơn_vị sự_nghiệp công_lập,3,0,5.0,10.5,2025-05-27
dài,3,0,5.0,10.5,2025-05-27
quy_định khoản,3,0,5.0,10.5,2025-05-27
quy_định nghị_định,3,0,5.0,10.5,2025-05-27
khung,3,0,5.0,10.5,2025-05-27
nghị_quyết,3,0,5.0,10.5,2025-05-27
mức giảm,3,0,5.0,10.5,2025-05-27
mức tối_đa,3,0,5.0,10.5,2025-05-27
giữa,8,5,0.6,10.4,2025-05-27
đợt,9,7,0.29,10.29,2025-05-27
đầu_tư,14,31,-0.55,10.16,2025-05-27
triển_vọng,4,1,3.0,10.0,2025-05-27
tổng_tài_sản,4,1,3.0,10.0,2025-05-27
phục_hồi,4,1,3.0,10.0,2025-05-27
liên_quan,4,1,3.0,10.0,2025-05-27
mức_độ,4,1,3.0,10.0,2025-05-27
triển_khai,4,1,3.0,10.0,2025-05-27
ghi_nhận,10,10,0.0,10.0,2025-05-27
vay ký,4,1,3.0,10.0,2025-05-27
phần_lớn,4,1,3.0,10.0,2025-05-27
phù_hợp,7,4,0.75,9.62,2025-05-27
kỳ_vọng,7,4,0.75,9.62,2025-05-27
vượt,7,4,0.75,9.62,2025-05-27
tính,9,8,0.12,9.56,2025-05-27
hoặc,9,8,0.12,9.56,2025-05-27
việt,11,15,-0.27,9.53,2025-05-27
nhưng,8,6,0.33,9.33,2025-05-27
nhà,8,6,0.33,9.33,2025-05-27
lập,8,6,0.33,9.33,2025-05-27
thực_hiện,11,16,-0.31,9.28,2025-05-27
tiền,12,23,-0.48,9.13,2025-05-27
dòng tiền,9,9,0.0,9.0,2025-05-27
chi,6,3,1.0,9.0,2025-05-27
tăng_trưởng,6,3,1.0,9.0,2025-05-27
huy_động,6,3,1.0,9.0,2025-05-27
đáng,5,2,1.5,8.75,2025-05-27
cung_cấp,5,2,1.5,8.75,2025-05-27
số_lượng,5,2,1.5,8.75,2025-05-27
dự_kiến,10,14,-0.29,8.57,2025-05-27
chiếm,7,5,0.4,8.4,2025-05-27
dù,7,5,0.4,8.4,2025-05-27
quản_lý,11,21,-0.48,8.38,2025-05-27
dòng,9,11,-0.18,8.18,2025-05-27
giảm,12,35,-0.66,8.06,2025-05-27
tuy_nhiên,8,8,0.0,8.0,2025-05-27
cổ_phần,11,27,-0.59,7.74,2025-05-27
10,7,6,0.17,7.58,2025-05-27
sự,8,9,-0.11,7.56,2025-05-27
bao_gồm,6,4,0.5,7.5,2025-05-27
cả,6,4,0.5,7.5,2025-05-27
đóng_góp,6,4,0.5,7.5,2025-05-27
phát_triển,6,4,0.5,7.5,2025-05-27
30,6,4,0.5,7.5,2025-05-27
doanh_thu,6,4,0.5,7.5,2025-05-27
doanh_nghiệp,9,14,-0.36,7.39,2025-05-27
tổng,8,10,-0.2,7.2,2025-05-27
mốc,7,7,0.0,7.0,2025-05-27
thuộc,7,7,0.0,7.0,2025-05-27
cấp,10,25,-0.6,7.0,2025-05-27
thời_gian,8,11,-0.27,6.91,2025-05-27
mã,10,27,-0.63,6.85,2025-05-27
riêng_lẻ,5,3,0.67,6.67,2025-05-27
hoàn_thành,5,3,0.67,6.67,2025-05-27
bên,6,5,0.2,6.6,2025-05-27
nợ,6,5,0.2,6.6,2025-05-27
đồngcổ phiếu,7,8,-0.12,6.56,2025-05-27
cuối,7,8,-0.12,6.56,2025-05-27
nhóm cổ_phiếu,8,13,-0.38,6.46,2025-05-27
vùng,8,14,-0.43,6.29,2025-05-27
công_ty cổ_phần,7,9,-0.22,6.22,2025-05-27
phiếu,7,9,-0.22,6.22,2025-05-27
chia_sẻ,3,1,2.0,6.0,2025-05-27
cổ_phiếu tác_động,3,1,2.0,6.0,2025-05-27
đối_tác,3,1,2.0,6.0,2025-05-27
khối ngoại ròng,3,1,2.0,6.0,2025-05-27
ngoại ròng,3,1,2.0,6.0,2025-05-27
hoạt_động vay,3,1,2.0,6.0,2025-05-27
dư_nợ,3,1,2.0,6.0,2025-05-27
phát_hành cổ_phiếu,3,1,2.0,6.0,2025-05-27
quốc_tế,4,2,1.0,6.0,2025-05-27
chi_tiết,3,1,2.0,6.0,2025-05-27
thậm_chí,4,2,1.0,6.0,2025-05-27
diễn_biến,4,2,1.0,6.0,2025-05-27
nợ ngắn_hạn,3,1,2.0,6.0,2025-05-27
đáng chú_ý,4,2,1.0,6.0,2025-05-27
sử_dụng tài_sản,3,1,2.0,6.0,2025-05-27
thay_đổi,3,1,2.0,6.0,2025-05-27
vay ký quỹ,3,1,2.0,6.0,2025-05-27
hỗ_trợ,6,6,0.0,6.0,2025-05-27
vượt mốc,4,2,1.0,6.0,2025-05-27
hạn,3,1,2.0,6.0,2025-05-27
chỉ_số,6,6,0.0,6.0,2025-05-27
nhanh_chóng,4,2,1.0,6.0,2025-05-27
thủ_tướng,3,1,2.0,6.0,2025-05-27
70,3,1,2.0,6.0,2025-05-27
lãnh_đạo,3,1,2.0,6.0,2025-05-27
