keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
việt,84,17,3.94,249.53,2025-04-10
mỹ,39,4,8.75,209.62,2025-04-10
msb,17,1,16.0,153.0,2025-04-10
nước,16,1,15.0,136.0,2025-04-10
tài_khoản,20,2,9.0,110.0,2025-04-10
mức,66,30,1.2,105.6,2025-04-10
nhà_đầu_tư,45,14,2.21,94.82,2025-04-10
trump,13,1,12.0,91.0,2025-04-10
thị_trường,76,66,0.15,81.76,2025-04-10
xuất_khẩu,17,2,7.5,80.75,2025-04-10
mở,17,2,7.5,80.75,2025-04-10
có_thể,42,15,1.8,79.8,2025-04-10
tổng_thống,11,1,10.0,66.0,2025-04-10
bình_quân,11,1,10.0,66.0,2025-04-10
giảm,57,47,0.21,63.06,2025-04-10
chính_phủ,22,5,3.4,59.4,2025-04-10
thông_tin,22,6,2.67,51.33,2025-04-10
ngành,28,11,1.55,49.64,2025-04-10
đàm_phán,14,0,5.0,49.0,2025-04-10
áp,13,2,5.5,48.75,2025-04-10
giữ,19,5,2.8,45.6,2025-04-10
15,9,1,8.0,45.0,2025-04-10
nhà_đầu_tư nước_ngoài,15,3,4.0,45.0,2025-04-10
giao_dịch,41,39,0.05,42.05,2025-04-10
nhóm ngành,12,2,5.0,42.0,2025-04-10
sự,22,9,1.44,37.89,2025-04-10
ngắn_hạn,8,1,7.0,36.0,2025-04-10
donald,8,1,7.0,36.0,2025-04-10
nước_ngoài,21,9,1.33,35.0,2025-04-10
thế_giới,10,0,5.0,35.0,2025-04-10
về,36,39,-0.08,34.62,2025-04-10
thuế_quan,14,4,2.5,31.5,2025-04-10
bộ,21,11,0.91,30.55,2025-04-10
điểm,32,36,-0.11,30.22,2025-04-10
thị_trường_chứng_khoán,24,16,0.5,30.0,2025-04-10
dự_báo,10,2,4.0,30.0,2025-04-10
cải_thiện,10,2,4.0,30.0,2025-04-10
doanh_nghiệp,32,40,-0.2,28.8,2025-04-10
so,31,38,-0.18,28.14,2025-04-10
danh_sách,7,1,6.0,28.0,2025-04-10
giao_dịch bình_quân,8,0,5.0,28.0,2025-04-10
ftse russell,7,1,6.0,28.0,2025-04-10
russell,7,1,6.0,28.0,2025-04-10
donald trump,7,1,6.0,28.0,2025-04-10
đối_với,18,9,1.0,27.0,2025-04-10
đánh_giá,14,5,1.8,26.6,2025-04-10
tài_sản,11,3,2.67,25.67,2025-04-10
tăng,34,74,-0.54,24.81,2025-04-10
ftse,9,2,3.5,24.75,2025-04-10
46,9,2,3.5,24.75,2025-04-10
nền kinh_tế,9,2,3.5,24.75,2025-04-10
kinh_tế,17,9,0.89,24.56,2025-04-10
chứng_khoán,25,26,-0.04,24.52,2025-04-10
tài_khoản chứng_khoán,7,0,5.0,24.5,2025-04-10
theo_dõi,7,0,5.0,24.5,2025-04-10
tăng_trưởng,22,18,0.22,24.44,2025-04-10
nhóm,23,21,0.1,24.1,2025-04-10
nền,12,4,2.0,24.0,2025-04-10
công_bố,15,7,1.14,23.57,2025-04-10
tâm_lý,15,7,1.14,23.57,2025-04-10
2025,24,28,-0.14,22.29,2025-04-10
cổ_phiếu,30,63,-0.52,22.14,2025-04-10
nắm,10,3,2.33,21.67,2025-04-10
bán_tháo,6,1,5.0,21.0,2025-04-10
dựa,6,1,5.0,21.0,2025-04-10
mức giảm,6,0,5.0,21.0,2025-04-10
mbs,6,0,5.0,21.0,2025-04-10
ngọc,6,0,5.0,21.0,2025-04-10
áp_dụng,6,1,5.0,21.0,2025-04-10
chỉ_số,14,7,1.0,21.0,2025-04-10
mang,6,0,5.0,21.0,2025-04-10
phương,6,0,5.0,21.0,2025-04-10
kỹ_thuật,6,1,5.0,21.0,2025-04-10
shs,6,0,5.0,21.0,2025-04-10
tiềm_năng,6,0,5.0,21.0,2025-04-10
nhanh,6,1,5.0,21.0,2025-04-10
giá_trị giao_dịch,13,6,1.17,20.58,2025-04-10
đầu_tư,23,30,-0.23,20.32,2025-04-10
thương_mại,17,13,0.31,19.62,2025-04-10
đầu,21,25,-0.16,19.32,2025-04-10
đạt,25,47,-0.47,19.15,2025-04-10
vnindex,19,19,0.0,19.0,2025-04-10
công_ty,23,37,-0.38,18.65,2025-04-10
giải_pháp,9,3,2.0,18.0,2025-04-10
hiện_tại,9,3,2.0,18.0,2025-04-10
quốc_gia,9,3,2.0,18.0,2025-04-10
tương_đương,11,5,1.2,17.6,2025-04-10
thí_điểm,5,0,5.0,17.5,2025-04-10
phản_ứng,5,0,5.0,17.5,2025-04-10
trao_đổi,5,0,5.0,17.5,2025-04-10
giá_trị giao_dịch bình_quân,5,0,5.0,17.5,2025-04-10
đỗ,5,0,5.0,17.5,2025-04-10
