keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
chi,27,2,12.5,195.75,2025-04-04
trái_phiếu doanh_nghiệp,18,1,17.0,171.0,2025-04-04
thị_trường,66,31,1.13,103.26,2025-04-04
tăng,74,44,0.68,99.23,2025-04-04
thương_mại,13,1,12.0,91.0,2025-04-04
nhà_nước,39,11,2.55,88.64,2025-04-04
ngân_sách,25,0,5.0,87.5,2025-04-04
doanh_nghiệp,40,12,2.33,86.67,2025-04-04
giá_trị,27,6,3.5,74.25,2025-04-04
hạng,16,2,7.0,72.0,2025-04-04
nâng hạng,16,2,7.0,72.0,2025-04-04
cổ_phiếu,63,49,0.29,72.0,2025-04-04
giảm,47,30,0.57,60.32,2025-04-04
giao_dịch,39,20,0.95,57.53,2025-04-04
phiên,36,17,1.12,56.12,2025-04-04
điểm,36,17,1.12,56.12,2025-04-04
tới,34,15,1.27,55.53,2025-04-04
nâng hạng thị_trường,10,1,9.0,55.0,2025-04-04
hạng thị_trường,10,1,9.0,55.0,2025-04-04
cổ_tức,27,9,2.0,54.0,2025-04-04
tcbs,15,0,5.0,52.5,2025-04-04
đạt,47,49,-0.04,46.04,2025-04-04
ngoại_tệ,9,1,8.0,45.0,2025-04-04
so,38,29,0.31,43.9,2025-04-04
đầu,25,10,1.5,43.75,2025-04-04
trái_phiếu,36,31,0.16,38.9,2025-04-04
nâng,24,11,1.18,38.18,2025-04-04
2023,18,6,2.0,36.0,2025-04-04
24,8,1,7.0,36.0,2025-04-04
yếu_tố,8,1,7.0,36.0,2025-04-04
tích_cực,18,6,2.0,36.0,2025-04-04
ctcp phát_triển,8,1,7.0,36.0,2025-04-04
cuộc,8,1,7.0,36.0,2025-04-04
công_nghiệp,11,2,4.5,35.75,2025-04-04
vấn_đề,15,4,2.75,35.62,2025-04-04
chính_sách,16,5,2.2,33.6,2025-04-04
nhóm,21,10,1.1,32.55,2025-04-04
về,39,59,-0.34,32.39,2025-04-04
mức,30,29,0.03,30.52,2025-04-04
hoàn,10,2,4.0,30.0,2025-04-04
ghi_nhận,17,7,1.43,29.14,2025-04-04
tỷ_lệ,23,15,0.53,29.13,2025-04-04
mạnh,21,12,0.75,28.88,2025-04-04
vay,22,14,0.57,28.29,2025-04-04
phát_triển đô_thị,8,0,5.0,28.0,2025-04-04
ngân_sách nhà_nước,8,0,5.0,28.0,2025-04-04
credit,8,0,5.0,28.0,2025-04-04
thanh khoản thị_trường,7,1,6.0,28.0,2025-04-04
khoản thị_trường,7,1,6.0,28.0,2025-04-04
home,8,0,5.0,28.0,2025-04-04
khối_lượng,7,1,6.0,28.0,2025-04-04
thanh khoản,13,4,2.25,27.62,2025-04-04
thanh,13,4,2.25,27.62,2025-04-04
bằng,18,9,1.0,27.0,2025-04-04
lãi,16,7,1.29,26.29,2025-04-04
sàn,16,7,1.29,26.29,2025-04-04
công_ty,37,88,-0.58,26.28,2025-04-04
tiền,22,16,0.38,26.12,2025-04-04
vnindex,19,11,0.73,25.91,2025-04-04
tài_chính,31,49,-0.37,25.31,2025-04-04
ròng,18,10,0.8,25.2,2025-04-04
thực_hiện,27,32,-0.16,24.89,2025-04-04
i2025,9,2,3.5,24.75,2025-04-04
tạm_thời,7,0,5.0,24.5,2025-04-04
agriseco,7,0,5.0,24.5,2025-04-04
đáp_ứng,12,4,2.0,24.0,2025-04-04
2024,29,46,-0.37,23.64,2025-04-04
tác_động,14,6,1.33,23.33,2025-04-04
trả cổ_tức,10,3,2.33,21.67,2025-04-04
gần,21,20,0.05,21.52,2025-04-04
chứng_khoán,26,40,-0.35,21.45,2025-04-04
đầu_tư,30,71,-0.58,21.34,2025-04-04
thường_xuyên,6,0,5.0,21.0,2025-04-04
trung_ương,6,1,5.0,21.0,2025-04-04
thị_trường trái_phiếu,6,1,5.0,21.0,2025-04-04
chia cổ_tức,6,1,5.0,21.0,2025-04-04
hướng tới,6,0,5.0,21.0,2025-04-04
group,6,0,5.0,21.0,2025-04-04
liên_tục,6,1,5.0,21.0,2025-04-04
2025,28,57,-0.51,20.88,2025-04-04
bộ,11,4,1.75,20.62,2025-04-04
bộ tài_chính,11,4,1.75,20.62,2025-04-04
ctcp,12,5,1.4,20.4,2025-04-04
tiếp_tục,25,41,-0.39,20.12,2025-04-04
vùng,8,2,3.0,20.0,2025-04-04
hôm_nay,8,2,3.0,20.0,2025-04-04
mã,19,19,0.0,19.0,2025-04-04
ngoại,15,10,0.5,18.75,2025-04-04
thời_gian,16,12,0.33,18.67,2025-04-04
phát_hành,22,34,-0.35,18.12,2025-04-04
hoạt_động,21,29,-0.28,18.1,2025-04-04
phiếu,9,3,2.0,18.0,2025-04-04
đồngcổ phiếu,9,3,2.0,18.0,2025-04-04
đồngcổ,9,3,2.0,18.0,2025-04-04
nhà_đầu_tư,14,9,0.56,17.89,2025-04-04
thu,16,13,0.23,17.85,2025-04-04
phát_triển,21,30,-0.3,17.85,2025-04-04
gia_tăng,11,5,1.2,17.6,2025-04-04
khoản,17,16,0.06,17.53,2025-04-04
tạm_ứng,5,0,5.0,17.5,2025-04-04
mai,5,0,5.0,17.5,2025-04-04
14,5,0,5.0,17.5,2025-04-04
xu_hướng,10,4,1.5,17.5,2025-04-04
hấp_dẫn,5,0,5.0,17.5,2025-04-04
xảy,5,0,5.0,17.5,2025-04-04
ngân_hàng thương_mại,5,0,5.0,17.5,2025-04-04
nguyễn_đức,5,0,5.0,17.5,2025-04-04
fiinratings,5,0,5.0,17.5,2025-04-04
dự_toán,5,0,5.0,17.5,2025-04-04
phiên giao_dịch,10,4,1.5,17.5,2025-04-04
thứ_trưởng,5,0,5.0,17.5,2025-04-04
gặp,5,0,5.0,17.5,2025-04-04
nay,16,14,0.14,17.14,2025-04-04
hỗ_trợ,13,8,0.62,17.06,2025-04-04
quản_lý,17,17,0.0,17.0,2025-04-04
áp_lực,15,12,0.25,16.88,2025-04-04
lợi_nhuận,18,22,-0.18,16.36,2025-04-04
việt,17,19,-0.11,16.11,2025-04-04
thanh_toán,7,2,2.5,15.75,2025-04-04
ngân_hàng,18,24,-0.25,15.75,2025-04-04
phát_hành trái_phiếu,7,2,2.5,15.75,2025-04-04
hướng,7,2,2.5,15.75,2025-04-04
chia,7,2,2.5,15.75,2025-04-04
cân_đối,5,1,4.0,15.0,2025-04-04
bối_cảnh,10,5,1.0,15.0,2025-04-04
gửi,5,1,4.0,15.0,2025-04-04
thách_thức,5,1,4.0,15.0,2025-04-04
dòng,10,5,1.0,15.0,2025-04-04
suy_giảm,5,1,4.0,15.0,2025-04-04
đầy_đủ,5,1,4.0,15.0,2025-04-04
chi_trả cổ_tức,5,1,4.0,15.0,2025-04-04
tiền_mặt,10,5,1.0,15.0,2025-04-04
khó,5,1,4.0,15.0,2025-04-04
mức_độ,5,1,4.0,15.0,2025-04-04
cục,5,1,4.0,15.0,2025-04-04
từng,5,1,4.0,15.0,2025-04-04
tình_trạng,5,1,4.0,15.0,2025-04-04
thị_trường_chứng_khoán,16,19,-0.16,14.74,2025-04-04
đô_thị,8,3,1.67,14.67,2025-04-04
