keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
pnj,31,0,5.0,108.5,2025-04-25
vàng,25,0,5.0,87.5,2025-04-25
becamex,11,1,10.0,66.0,2025-04-25
thị_trường,53,39,0.36,62.51,2025-04-25
tăng,58,56,0.04,59.04,2025-04-25
cổ_phiếu,61,67,-0.09,58.27,2025-04-25
giảm,55,55,0.0,55.0,2025-04-25
idc,10,1,9.0,55.0,2025-04-25
ipo,12,0,5.0,42.0,2025-04-25
thương_vụ,12,0,5.0,42.0,2025-04-25
kỳ,23,9,1.56,40.89,2025-04-25
đợt,11,0,5.0,38.5,2025-04-25
dự_án,23,10,1.3,37.95,2025-04-25
tháo_gỡ,8,1,7.0,36.0,2025-04-25
chào,11,2,4.5,35.75,2025-04-25
trần,11,2,4.5,35.75,2025-04-25
becamex idc,10,0,5.0,35.0,2025-04-25
hoãn,10,0,5.0,35.0,2025-04-25
kế_hoạch,23,12,0.92,33.54,2025-04-25
so,33,33,0.0,33.0,2025-04-25
công_ty,36,44,-0.18,32.73,2025-04-25
dragon,9,0,5.0,31.5,2025-04-25
doanh_thu,19,9,1.11,29.56,2025-04-25
mức,31,35,-0.11,29.23,2025-04-25
so kỳ,17,7,1.43,29.14,2025-04-25
bị,17,7,1.43,29.14,2025-04-25
bán_lẻ,8,0,5.0,28.0,2025-04-25
tạm,7,1,6.0,28.0,2025-04-25
đà,9,2,3.5,24.75,2025-04-25
hđqt,9,2,3.5,24.75,2025-04-25
cửa_hàng,7,0,5.0,24.5,2025-04-25
diamond,7,0,5.0,24.5,2025-04-25
ngành,20,14,0.43,24.29,2025-04-25
nhóm,21,18,0.17,22.75,2025-04-25
hàng,10,3,2.33,21.67,2025-04-25
sản_xuất,10,3,2.33,21.67,2025-04-25
phiên,26,40,-0.35,21.45,2025-04-25
tạm hoãn,6,0,5.0,21.0,2025-04-25
hệ_thống công_nghệ_thông_tin,6,0,5.0,21.0,2025-04-25
so mức,6,1,5.0,21.0,2025-04-25
sở_giao_dịch,6,1,5.0,21.0,2025-04-25
đợt chào,6,0,5.0,21.0,2025-04-25
công_nghệ_thông_tin,6,0,5.0,21.0,2025-04-25
biên,6,1,5.0,21.0,2025-04-25
sở_giao_dịch chứng_khoán,6,1,5.0,21.0,2025-04-25
về,27,54,-0.5,20.25,2025-04-25
đầu,21,23,-0.09,20.09,2025-04-25
cơ_hội,8,2,3.0,20.0,2025-04-25
diễn,8,2,3.0,20.0,2025-04-25
giá_trị,15,10,0.5,18.75,2025-04-25
tới,15,10,0.5,18.75,2025-04-25
giao_dịch,24,46,-0.48,18.26,2025-04-25
khó_khăn,9,3,2.0,18.0,2025-04-25
công_bố,9,3,2.0,18.0,2025-04-25
đạt,21,30,-0.3,17.85,2025-04-25
điểm,23,43,-0.47,17.65,2025-04-25
gộp,5,0,5.0,17.5,2025-04-25
quyết_định,5,0,5.0,17.5,2025-04-25
tiêu_dùng,5,0,5.0,17.5,2025-04-25
nhập_khẩu,5,0,5.0,17.5,2025-04-25
việt,21,32,-0.34,17.39,2025-04-25
lợi_nhuận,17,17,0.0,17.0,2025-04-25
nhưng,15,13,0.15,16.15,2025-04-25
nhu_cầu,11,6,0.83,15.58,2025-04-25
thu,5,1,4.0,15.0,2025-04-25
tổng giá_trị,5,1,4.0,15.0,2025-04-25
tp,5,1,4.0,15.0,2025-04-25
niêm_yết,5,1,4.0,15.0,2025-04-25
doanh_thu thuần,5,1,4.0,15.0,2025-04-25
giảm gần,5,1,4.0,15.0,2025-04-25
ròng,16,19,-0.16,14.74,2025-04-25
bcm,8,3,1.67,14.67,2025-04-25
vận_hành,9,4,1.25,14.62,2025-04-25
2025,18,29,-0.38,14.59,2025-04-25
mạnh,17,25,-0.32,14.28,2025-04-25
thời_điểm,13,11,0.18,14.18,2025-04-25
mã,16,21,-0.24,14.1,2025-04-25
etf,12,9,0.33,14.0,2025-04-25
dcvfmvn diamond,4,0,5.0,14.0,2025-04-25
vàng tăng,4,0,5.0,14.0,2025-04-25
y_tế,4,0,5.0,14.0,2025-04-25
vận_hành hệ_thống,4,0,5.0,14.0,2025-04-25
thị_trường việt,4,0,5.0,14.0,2025-04-25
khoa_học,4,0,5.0,14.0,2025-04-25
lợi_nhuận gộp,4,0,5.0,14.0,2025-04-25
tiên_phong,4,0,5.0,14.0,2025-04-25
kiểm_soát,4,0,5.0,14.0,2025-04-25
phân,4,0,5.0,14.0,2025-04-25
khúc,4,0,5.0,14.0,2025-04-25
biên lợi_nhuận,4,0,5.0,14.0,2025-04-25
phân khúc,4,0,5.0,14.0,2025-04-25
32025,4,0,5.0,14.0,2025-04-25
dcvfmvn,4,0,5.0,14.0,2025-04-25
nỗ_lực,4,0,5.0,14.0,2025-04-25
hội_nghị,4,0,5.0,14.0,2025-04-25
khỏi,4,0,5.0,14.0,2025-04-25
chỉ_số,15,20,-0.25,13.12,2025-04-25
sự,15,21,-0.29,12.86,2025-04-25
hiệu_quả,11,9,0.22,12.22,2025-04-25
vingroup,6,2,2.0,12.0,2025-04-25
nhanh_chóng,6,2,2.0,12.0,2025-04-25
thường_niên,7,3,1.33,11.67,2025-04-25
đưa,9,6,0.5,11.25,2025-04-25
kết_quả,9,6,0.5,11.25,2025-04-25
hệ_thống,16,40,-0.6,11.2,2025-04-25
vnindex,14,24,-0.42,11.08,2025-04-25
sàn,11,11,0.0,11.0,2025-04-25
trở_lại,10,9,0.11,10.56,2025-04-25
sự_kiện,3,0,5.0,10.5,2025-04-25
miền bắc,3,0,5.0,10.5,2025-04-25
nhiệm,3,0,5.0,10.5,2025-04-25
nhiệm_kỳ,3,0,5.0,10.5,2025-04-25
trần thị,3,0,5.0,10.5,2025-04-25
nằm danh_sách,3,0,5.0,10.5,2025-04-25
diamond etf,3,0,5.0,10.5,2025-04-25
nhu_cầu thị_trường,3,0,5.0,10.5,2025-04-25
đưa vận_hành hệ_thống,3,0,5.0,10.5,2025-04-25
kiểm_soát hiệu_quả,3,0,5.0,10.5,2025-04-25
đổi_mới,3,0,5.0,10.5,2025-04-25
thuần đạt,3,0,5.0,10.5,2025-04-25
