keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
cổ_tức,40,1,39.0,820.0,2025-05-21
tài_sản,20,1,19.0,210.0,2025-05-21
tỉnh,14,1,13.0,105.0,2025-05-21
cấp,25,4,5.25,90.62,2025-05-21
apg,24,0,5.0,84.0,2025-05-21
bằng,17,2,7.5,80.75,2025-05-21
tiền_mặt,20,3,5.67,76.67,2025-05-21
chia,19,0,5.0,66.5,2025-05-21
khả_năng,11,1,10.0,66.0,2025-05-21
bảo_hiểm,14,2,6.0,56.0,2025-05-21
cổ_phần,27,9,2.0,54.0,2025-05-21
tỷ_lệ,20,5,3.0,50.0,2025-05-21
cổ_phiếu,56,86,-0.35,46.23,2025-05-21
xã,13,0,5.0,45.5,2025-05-21
hành_chính,13,0,5.0,45.5,2025-05-21
chia cổ_tức,13,0,5.0,45.5,2025-05-21
cổ_đông,23,8,1.88,44.56,2025-05-21
tăng,50,79,-0.37,40.82,2025-05-21
chi_trả,11,0,5.0,38.5,2025-05-21
lãi_suất,11,0,5.0,38.5,2025-05-21
tiếp_nhận,11,0,5.0,38.5,2025-05-21
mức,35,33,0.06,36.06,2025-05-21
cổ_tức bằng,8,1,7.0,36.0,2025-05-21
địa_ốc,10,0,5.0,35.0,2025-05-21
cổ_tức tiền_mặt,10,0,5.0,35.0,2025-05-21
điểm,36,39,-0.08,34.62,2025-05-21
đầu_tư,31,26,0.19,33.98,2025-05-21
2024,16,5,2.2,33.6,2025-05-21
tiền,23,12,0.92,33.54,2025-05-21
quản_lý,21,10,1.1,32.55,2025-05-21
ngân_hàng,18,7,1.57,32.14,2025-05-21
bb,9,0,5.0,31.5,2025-05-21
mã,27,21,0.29,30.86,2025-05-21
kế_hoạch,20,10,1.0,30.0,2025-05-21
quyết_định,12,3,3.0,30.0,2025-05-21
chung,10,2,4.0,30.0,2025-05-21
giảm,35,51,-0.31,29.51,2025-05-21
bằng tiền_mặt,7,1,6.0,28.0,2025-05-21
pando,8,0,5.0,28.0,2025-05-21
thông_tư,7,1,6.0,28.0,2025-05-21
trả cổ_tức,7,1,6.0,28.0,2025-05-21
quỹ,7,1,6.0,28.0,2025-05-21
investment,8,0,5.0,28.0,2025-05-21
pando investment,8,0,5.0,28.0,2025-05-21
nhóm,27,29,-0.07,26.07,2025-05-21
thị_trường chung,7,0,5.0,24.5,2025-05-21
sắc đỏ,7,0,5.0,24.5,2025-05-21
đỏ,7,0,5.0,24.5,2025-05-21
huyện,7,0,5.0,24.5,2025-05-21
cấp tỉnh,7,0,5.0,24.5,2025-05-21
lợi_nhuận,16,8,1.0,24.0,2025-05-21
phiên,30,52,-0.42,23.65,2025-05-21
điều_chỉnh,13,5,1.6,23.4,2025-05-21
công_ty,30,64,-0.53,22.03,2025-05-21
bị,10,3,2.33,21.67,2025-05-21
