keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
trái_phiếu doanh_nghiệp,18,3,5.0,63.0,2025-04-02
cổ_tức,28,8,2.5,63.0,2025-04-02
tăng,58,86,-0.33,48.56,2025-04-02
cổ_phiếu,60,100,-0.4,48.0,2025-04-02
ngân_sách,19,5,2.8,45.6,2025-04-02
ngoại_tệ,9,1,8.0,45.0,2025-04-02
nhà_nước,31,17,0.82,43.76,2025-04-02
thị_trường,47,75,-0.37,38.23,2025-04-02
ctcp phát_triển,8,1,7.0,36.0,2025-04-02
chia,8,1,7.0,36.0,2025-04-02
công_nghiệp,11,2,4.5,35.75,2025-04-02
giao_dịch,34,33,0.03,34.52,2025-04-02
giảm,47,104,-0.55,34.12,2025-04-02
asia,9,0,5.0,31.5,2025-04-02
phiên,35,44,-0.2,31.42,2025-04-02
so,35,46,-0.24,30.82,2025-04-02
điểm,32,38,-0.16,29.47,2025-04-02
doanh_nghiệp,30,33,-0.09,28.64,2025-04-02
credit,8,0,5.0,28.0,2025-04-02
home,8,0,5.0,28.0,2025-04-02
phát_triển đô_thị,8,0,5.0,28.0,2025-04-02
vấn_đề,11,3,2.67,25.67,2025-04-02
tới,25,25,0.0,25.0,2025-04-02
agriseco,7,0,5.0,24.5,2025-04-02
chia cổ_tức,7,0,5.0,24.5,2025-04-02
cần_giờ,7,0,5.0,24.5,2025-04-02
giá_trị,25,27,-0.07,24.07,2025-04-02
2023,16,8,1.0,24.0,2025-04-02
đạt,31,57,-0.46,23.93,2025-04-02
trái_phiếu,34,84,-0.6,23.88,2025-04-02
thương_mại,13,5,1.6,23.4,2025-04-02
dự_án,26,34,-0.24,22.94,2025-04-02
trả cổ_tức,10,3,2.33,21.67,2025-04-02
cân_đối,6,1,5.0,21.0,2025-04-02
group,6,0,5.0,21.0,2025-04-02
công_ty,32,109,-0.71,20.7,2025-04-02
nhóm,20,19,0.05,20.53,2025-04-02
đầu,23,30,-0.23,20.32,2025-04-02
tỷ_lệ,21,24,-0.12,19.69,2025-04-02
2024,27,61,-0.56,19.48,2025-04-02
vay,19,19,0.0,19.0,2025-04-02
về,29,96,-0.7,18.88,2025-04-02
mức,28,83,-0.66,18.72,2025-04-02
lãi,16,12,0.33,18.67,2025-04-02
cổ_đông,23,40,-0.42,18.11,2025-04-02
mã,20,25,-0.2,18.0,2025-04-02
tiền,21,30,-0.3,17.85,2025-04-02
ctcp,11,5,1.2,17.6,2025-04-02
fiinratings,5,0,5.0,17.5,2025-04-02
tạm_ứng,5,0,5.0,17.5,2025-04-02
ngân_hàng thương_mại,5,0,5.0,17.5,2025-04-02
mạnh,20,29,-0.31,16.9,2025-04-02
2025,25,73,-0.66,16.78,2025-04-02
vnindex,19,26,-0.27,16.44,2025-04-02
ghi_nhận,16,16,0.0,16.0,2025-04-02
tích_cực,16,16,0.0,16.0,2025-04-02
thanh khoản,13,9,0.44,15.89,2025-04-02
thanh,13,9,0.44,15.89,2025-04-02
chi,7,2,2.5,15.75,2025-04-02
bằng,15,14,0.07,15.54,2025-04-02
tiền_mặt,10,5,1.0,15.0,2025-04-02
chi_trả cổ_tức,5,1,4.0,15.0,2025-04-02
đô_thị,8,3,1.67,14.67,2025-04-02
chi_trả,9,4,1.25,14.62,2025-04-02
cảng,18,29,-0.38,14.59,2025-04-02
ngân_hàng,18,30,-0.4,14.4,2025-04-02
