keyword,recent_frequency,previous_frequency,growth_rate,trend_score,calculation_date
cổ_tức,40,1,39.0,820.0,2025-05-22
tài_sản,21,1,20.0,231.0,2025-05-22
cấp,27,2,12.5,195.75,2025-05-22
tỉnh,14,1,13.0,105.0,2025-05-22
khả_năng,13,1,12.0,91.0,2025-05-22
apg,24,0,5.0,84.0,2025-05-22
bằng,17,2,7.5,80.75,2025-05-22
tiền_mặt,20,3,5.67,76.67,2025-05-22
chia,19,0,5.0,66.5,2025-05-22
cổ_phần,27,7,2.86,65.57,2025-05-22
ngân_hàng,20,4,4.0,60.0,2025-05-22
tỷ_lệ,20,4,4.0,60.0,2025-05-22
cổ_phiếu,56,52,0.08,58.15,2025-05-22
f88,16,0,5.0,56.0,2025-05-22
bảo_hiểm,14,2,6.0,56.0,2025-05-22
tăng,56,61,-0.08,53.7,2025-05-22
chia cổ_tức,13,0,5.0,45.5,2025-05-22
hành_chính,13,0,5.0,45.5,2025-05-22
xã,13,0,5.0,45.5,2025-05-22
cổ_đông,23,8,1.88,44.56,2025-05-22
mức,37,29,0.28,42.1,2025-05-22
2024,16,4,3.0,40.0,2025-05-22
lãi_suất,11,0,5.0,38.5,2025-05-22
tiếp_nhận,11,0,5.0,38.5,2025-05-22
chi_trả,11,0,5.0,38.5,2025-05-22
mã,27,15,0.8,37.8,2025-05-22
điểm,37,36,0.03,37.51,2025-05-22
quỹ,8,1,7.0,36.0,2025-05-22
cổ_tức bằng,8,1,7.0,36.0,2025-05-22
cổ_tức tiền_mặt,10,0,5.0,35.0,2025-05-22
địa_ốc,10,0,5.0,35.0,2025-05-22
đầu_tư,31,25,0.24,34.72,2025-05-22
giảm,36,41,-0.12,33.8,2025-05-22
tiền,23,12,0.92,33.54,2025-05-22
quản_lý,21,10,1.1,32.55,2025-05-22
kế_hoạch,21,10,1.1,32.55,2025-05-22
trái_phiếu,9,0,5.0,31.5,2025-05-22
bb,9,0,5.0,31.5,2025-05-22
nhóm,27,22,0.23,30.07,2025-05-22
chung,10,2,4.0,30.0,2025-05-22
bị,10,2,4.0,30.0,2025-05-22
quyết_định,12,3,3.0,30.0,2025-05-22
lợi_nhuận,18,8,1.25,29.25,2025-05-22
investment,8,0,5.0,28.0,2025-05-22
trả cổ_tức,7,1,6.0,28.0,2025-05-22
pando,8,0,5.0,28.0,2025-05-22
pando investment,8,0,5.0,28.0,2025-05-22
thông_tư,7,1,6.0,28.0,2025-05-22
đăng_ký,7,1,6.0,28.0,2025-05-22
30,7,1,6.0,28.0,2025-05-22
bằng tiền_mặt,7,1,6.0,28.0,2025-05-22
công_ty,35,59,-0.41,27.88,2025-05-22
tổ_chức,18,10,0.8,25.2,2025-05-22
đỏ,7,0,5.0,24.5,2025-05-22
huyện,7,0,5.0,24.5,2025-05-22
thị_trường chung,7,0,5.0,24.5,2025-05-22
sắc đỏ,7,0,5.0,24.5,2025-05-22
cấp tỉnh,7,0,5.0,24.5,2025-05-22
phiên,30,48,-0.38,24.38,2025-05-22
thị_trường,29,46,-0.37,23.64,2025-05-22
điều_chỉnh,13,5,1.6,23.4,2025-05-22
tài_chính,23,23,0.0,23.0,2025-05-22
giữ,10,3,2.33,21.67,2025-05-22
xử_phạt,6,0,5.0,21.0,2025-05-22
mã tăng,6,0,5.0,21.0,2025-05-22
lấy,6,1,5.0,21.0,2025-05-22
trách_nhiệm,6,1,5.0,21.0,2025-05-22
cổ_phiếu hóa,6,1,5.0,21.0,2025-05-22
ubnd,6,0,5.0,21.0,2025-05-22
cổ_phiếu apg,6,0,5.0,21.0,2025-05-22
khoản vay,6,0,5.0,21.0,2025-05-22
lập,6,1,5.0,21.0,2025-05-22
danh_sách,6,1,5.0,21.0,2025-05-22
huy_động,6,1,5.0,21.0,2025-05-22
trả,11,4,1.75,20.62,2025-05-22
lãi,13,6,1.17,20.58,2025-05-22
khoản,22,27,-0.19,19.96,2025-05-22
đơn_vị,18,15,0.2,19.8,2025-05-22
vnindex,21,24,-0.12,19.69,2025-05-22
có_thể,18,16,0.12,19.12,2025-05-22
tpbank,5,0,5.0,17.5,2025-05-22
chi_trả cổ_tức,5,0,5.0,17.5,2025-05-22
công_bố thông_tin,5,0,5.0,17.5,2025-05-22
tổng mức,5,0,5.0,17.5,2025-05-22
holdings,5,0,5.0,17.5,2025-05-22
hàng_không,5,0,5.0,17.5,2025-05-22
khách_sạn,5,0,5.0,17.5,2025-05-22
quỹ đầu_tư,5,0,5.0,17.5,2025-05-22
đất,5,0,5.0,17.5,2025-05-22
phân_phối,5,0,5.0,17.5,2025-05-22
khu,5,0,5.0,17.5,2025-05-22
vay,10,4,1.5,17.5,2025-05-22
nhóm cổ_phiếu,13,8,0.62,17.06,2025-05-22
giao_dịch,24,68,-0.65,16.24,2025-05-22
dự_kiến,14,11,0.27,15.91,2025-05-22
tổng,13,9,0.44,15.89,2025-05-22
khiến,7,2,2.5,15.75,2025-05-22
tập_đoàn,7,2,2.5,15.75,2025-05-22
mạnh,19,31,-0.39,15.32,2025-05-22
cổ_tức bằng tiền_mặt,5,1,4.0,15.0,2025-05-22
bàn_giao,5,1,4.0,15.0,2025-05-22
sàn,12,8,0.5,15.0,2025-05-22
tiệm_cận,5,1,4.0,15.0,2025-05-22
thực_hiện,16,19,-0.16,14.74,2025-05-22
tổng_công_ty,8,3,1.67,14.67,2025-05-22
sắc,8,3,1.67,14.67,2025-05-22
so,16,20,-0.2,14.4,2025-05-22
việt,17,25,-0.32,14.28,2025-05-22
thêm,13,11,0.18,14.18,2025-05-22
2025,13,11,0.18,14.18,2025-05-22
quản_lý_tài_sản,4,0,5.0,14.0,2025-05-22
